SERIAL_NUMBER,DATE,HUMS_TMP_FCT1,HUMS_NB_EVENT_FCT1,HUMS_TMP_FCT2,HUMS_NB_EVENT_FCT2,HUMS_TMP_FCT3,HUMS_NB_EVENT_FCT3,HUMS_MIN_TEMPERATURE_FCT4,HUMS_MAX_TEMPERATURE_FCT4
SN-F007,2025-01-31,39.1,10,56.7,8,45.4,4,20.2,60.1
SN-F007,2025-02-26,42.8,4,57.7,11,49.8,2,23.2,69.6
SN-F007,2025-06-13,44.6,3,61.6,6,0,0,0,0
SN-F007,2025-07-17,51.3,10,49.7,5,0,0,0,0
SN-F007,2025-07-28,37.3,6,56.9,4,46.7,5,21.4,62.0
SN-F007,2025-08-12,53.9,1,56.1,6,48.1,7,14.2,73.0
SN-F007,2025-10-01,0,0,51.1,1,41.3,7,10.4,79.7
SN-F007,2025-10-11,38.2,10,49.6,12,33.6,2,13.7,62.3
SN-F007,2025-11-27,51.0,1,56.2,4,47.5,8,24.1,60.6
SN-F007,2025-12-31,45.3,4,49.0,6,35.0,6,14.1,70.8
SN-F007,2026-01-22,45.6,1,54.0,10,36.1,5,10.7,61.5
SN-F007,2026-01-26,44.0,6,46.1,6,38.2,7,20.4,73.9
SN-F007,2026-02-05,0,0,55.7,9,41.8,5,18.5,78.9
SN-F008,2025-01-23,51.4,0,62.1,7,30.4,3,16.0,61.4
SN-F008,2025-02-05,0,0,0,0,0,0,0,0
SN-F008,2025-04-20,50.0,2,52.4,6,35.1,5,15.8,71.8
SN-F008,2025-06-14,53.1,8,61.5,0,46.2,3,24.4,72.1
SN-F008,2025-09-03,45.7,10,59.2,12,48.4,5,20.4,68.3
SN-F008,2025-10-10,0,0,65.0,10,41.8,5,13.1,68.1
SN-F008,2025-10-14,54.1,0,47.1,10,42.2,7,18.7,61.1
SN-F008,2025-10-21,43.0,4,50.2,12,39.0,5,24.5,68.3
SN-F008,2025-11-24,48.1,2,0,0,33.8,4,18.4,72.8
SN-F008,2025-11-24,42.0,0,51.1,5,47.2,0,14.2,77.6
SN-F008,2025-12-05,53.0,4,48.8,12,40.2,3,24.5,69.9
SN-F008,2026-01-10,43.6,9,60.7,11,39.9,2,0,0
SN-F008,2026-01-20,52.8,7,60.6,6,44.8,1,23.7,79.8
SN-F009,2025-01-10,35.1,5,59.8,12,44.2,5,15.3,72.7
SN-F009,2025-02-07,41.5,4,48.9,2,41.1,7,23.2,73.5
SN-F009,2025-03-26,42.7,5,55.7,0,33.5,1,18.7,72.5
SN-F009,2025-03-27,42.7,10,56.3,11,37.3,6,15.3,65.3
SN-F009,2025-04-23,35.4,9,62.7,6,49.2,3,20.0,73.6
SN-F009,2025-05-06,38.0,6,46.2,4,42.1,4,24.1,71.0
SN-F009,2025-05-27,51.0,0,46.6,8,49.5,3,14.8,78.2
SN-F009,2025-07-02,36.7,5,56.8,10,40.4,6,13.3,69.3
SN-F009,2025-08-04,40.5,9,59.3,9,39.5,6,14.1,61.3
SN-F009,2025-12-22,46.7,1,49.4,0,44.1,7,22.4,60.9
SN-F009,2026-02-03,40.1,2,55.1,11,49.1,4,11.6,68.3
SN-F010,2025-02-26,49.0,7,58.7,3,34.3,8,15.7,75.4
SN-F010,2025-02-26,38.0,0,58.6,8,35.9,0,0,0
SN-F010,2025-03-17,0,0,64.0,3,43.7,0,24.2,77.5
SN-F010,2025-04-16,42.4,10,62.1,8,41.8,3,15.2,63.8
SN-F010,2025-06-09,42.0,0,48.7,11,47.0,8,22.6,78.9
SN-F010,2025-06-29,45.8,7,57.1,0,36.3,4,20.6,68.2
SN-F010,2025-07-03,49.6,8,0,0,48.7,8,20.6,66.3
SN-F010,2025-07-16,39.3,1,56.9,11,37.2,4,11.7,78.0
SN-F010,2025-09-19,53.2,9,0,0,46.4,0,0,0
SN-F010,2025-10-27,36.8,5,50.9,4,37.0,7,17.0,69.7
SN-F011,2025-01-01,41.5,7,49.7,5,32.3,0,19.8,70.8
SN-F011,2025-01-30,52.3,10,54.3,0,32.3,3,17.3,63.7
SN-F011,2025-03-10,35.8,6,63.7,8,41.1,0,0,0
SN-F011,2025-05-19,43.7,8,46.3,4,38.3,0,16.8,71.5
SN-F011,2025-05-27,36.9,3,46.0,12,0,0,22.2,70.2
SN-F011,2025-06-07,48.3,4,51.9,5,31.6,3,13.7,61.9
SN-F011,2025-09-14,46.6,0,57.6,3,45.9,6,23.2,69.4
SN-F011,2025-10-19,0,0,0,0,0,0,0,0
SN-F011,2025-11-04,35.5,0,50.8,4,35.1,5,17.7,71.4
SN-F011,2025-11-05,52.9,6,54.2,6,0,0,21.1,64.1
SN-F011,2026-01-18,52.3,2,60.9,2,45.5,2,22.2,70.4
SN-F012,2025-01-03,51.0,3,52.0,5,36.4,6,20.4,64.9
SN-F012,2025-01-10,0,0,0,0,0,0,0,0
SN-F012,2025-01-27,51.2,0,45.2,3,39.1,6,23.4,77.7
SN-F012,2025-07-10,36.7,6,54.7,12,35.6,2,24.7,64.7
SN-F012,2025-07-26,0,0,59.5,11,37.7,7,20.0,79.1
SN-F012,2025-08-10,43.5,0,64.0,11,0,0,20.0,63.8
SN-F012,2025-08-14,53.6,5,48.4,3,47.3,2,16.8,77.6
SN-F012,2026-01-23,52.1,9,0,0,47.0,5,12.3,78.9
SN-F012,2026-01-29,53.7,6,62.3,9,40.6,3,14.7,60.8
SN-F013,2025-01-06,43.1,1,64.6,11,37.6,2,16.6,74.7
SN-F013,2025-01-20,52.4,2,48.7,10,42.8,1,0,0
SN-F013,2025-03-15,36.8,8,50.8,0,30.6,4,12.3,76.0
SN-F013,2025-05-11,0,0,56.7,0,32.8,2,20.5,62.6
SN-F013,2025-05-13,0,0,63.5,1,45.2,7,21.6,72.0
SN-F013,2025-06-16,50.3,1,63.0,6,31.3,8,20.9,65.6
SN-F013,2025-06-23,47.6,10,64.8,4,33.1,4,19.8,78.8
SN-F013,2025-08-29,38.9,5,56.1,12,44.5,1,12.5,72.1
SN-F013,2025-09-10,36.7,4,59.6,8,42.0,8,16.6,73.7
SN-F013,2025-09-22,48.2,9,57.6,4,36.4,4,0,0
SN-F013,2025-10-15,42.0,0,62.1,5,30.4,2,14.3,62.2
SN-F013,2026-02-05,0,0,0,0,0,0,0,0
SN-F014,2025-01-09,45.2,10,50.8,3,43.4,8,23.5,69.1
SN-F014,2025-02-07,38.8,4,60.5,2,35.2,2,24.8,77.0
SN-F014,2025-04-11,49.4,4,53.7,6,43.7,4,17.9,76.1
SN-F014,2025-04-18,35.9,5,55.2,5,43.2,4,12.6,74.1
SN-F014,2025-05-03,52.0,4,0,0,49.3,7,22.0,70.8
SN-F014,2025-08-08,49.0,3,49.0,9,43.7,5,14.5,71.7
SN-F014,2025-09-25,48.7,7,59.4,0,42.5,0,22.5,63.3
SN-F014,2025-10-22,39.9,1,60.3,7,45.6,3,12.9,66.3
SN-F014,2025-12-01,41.6,2,45.0,0,45.3,0,11.9,76.1
SN-F015,2025-01-08,37.2,1,60.2,8,48.1,4,15.8,79.3
SN-F015,2025-02-09,55.0,1,54.7,7,46.1,2,18.5,74.5
SN-F015,2025-02-13,35.0,7,58.7,4,43.3,6,0,0
SN-F015,2025-03-03,47.0,5,49.8,2,0,0,10.8,64.4
SN-F015,2025-03-15,43.0,7,61.7,3,40.6,4,10.4,72.3
SN-F015,2025-03-15,37.6,2,63.8,8,44.5,5,21.4,62.2
SN-F015,2025-04-29,43.9,3,56.2,2,48.4,0,18.8,66.5
SN-F015,2025-05-01,48.4,1,46.8,8,0,0,18.5,68.9
SN-F015,2025-06-08,43.2,5,0,0,37.4,0,22.8,60.5
SN-F015,2025-06-18,53.3,5,50.5,9,37.6,6,13.5,76.2
SN-F015,2025-09-03,36.5,3,56.3,5,30.1,4,16.9,61.4
SN-F016,2025-01-11,39.6,10,0,0,40.7,4,23.3,79.6
SN-F016,2025-02-12,49.6,8,62.5,3,47.2,4,18.5,73.3
SN-F016,2025-04-07,35.2,2,0,0,37.4,6,13.4,72.8
SN-F016,2025-05-03,47.6,1,47.5,3,45.9,2,24.4,64.9
SN-F016,2025-05-15,51.0,10,0,0,0,0,12.0,67.7
SN-F016,2025-05-15,37.7,1,48.2,0,40.5,5,20.7,75.3
SN-F016,2025-06-06,38.7,9,52.6,11,32.0,6,23.8,66.6
SN-F016,2025-06-12,35.3,10,55.3,8,38.9,4,13.5,65.3
SN-F016,2025-06-26,51.4,5,56.4,1,43.6,0,22.9,62.1
SN-F016,2025-08-14,38.8,5,57.4,9,47.7,7,21.2,76.5
SN-F016,2025-12-21,44.1,2,63.6,12,48.4,1,16.7,67.3
SN-F016,2025-12-23,0,0,63.1,2,49.5,2,14.9,78.6
SN-F016,2026-01-15,50.7,5,53.0,9,0,0,14.5,66.4
SN-F017,2025-01-25,0,0,46.2,4,46.9,8,23.5,77.1
SN-F017,2025-03-19,46.3,1,48.5,10,0,0,14.0,75.6
SN-F017,2025-09-10,37.9,0,55.4,1,36.4,7,14.0,74.3
SN-F017,2025-10-29,45.8,6,56.2,10,47.1,3,15.5,62.1
SN-F017,2025-10-29,54.7,1,56.7,11,44.0,2,19.5,70.1
SN-F017,2025-11-16,51.9,2,63.9,12,37.1,3,23.4,69.6
SN-F017,2026-02-04,0,0,0,0,0,0,0,0
SN-F018,2025-02-02,41.4,4,46.4,6,37.6,2,13.2,62.8
SN-F018,2025-02-08,54.0,6,51.7,3,32.0,3,21.1,69.1
SN-F018,2025-03-07,49.5,0,56.2,1,38.5,6,18.0,63.5
SN-F018,2025-04-10,52.7,6,62.3,7,46.4,5,10.1,68.9
SN-F018,2025-05-03,49.4,9,53.4,9,45.8,6,19.9,72.0
SN-F018,2025-08-18,52.4,9,47.3,7,40.4,6,14.1,63.9
SN-F018,2025-11-18,42.7,10,47.1,0,32.0,3,0,0
SN-F018,2025-12-09,47.7,5,57.4,10,47.1,4,20.3,74.9
SN-F018,2025-12-16,0,0,0,0,0,0,0,0
SN-F019,2025-02-07,39.6,2,45.1,2,32.1,6,24.7,78.9
SN-F019,2025-03-27,47.1,7,45.8,2,35.6,7,23.9,65.1
SN-F019,2025-05-06,52.2,10,45.0,4,0,0,14.9,61.8
SN-F019,2025-07-29,49.1,9,57.5,8,47.7,0,17.0,67.4
SN-F019,2025-07-30,38.1,8,49.7,0,0,0,17.3,68.6
SN-F019,2025-08-03,52.3,8,54.0,12,42.0,7,17.2,74.3
SN-F019,2025-08-24,44.2,2,50.9,11,45.1,6,16.5,74.7
SN-F019,2025-10-02,36.3,0,62.7,0,34.7,2,13.6,69.0
SN-F019,2025-10-31,42.9,8,53.1,5,38.4,8,0,0
SN-F019,2025-12-27,50.2,9,55.8,5,36.1,5,17.6,75.4
SN-F020,2025-01-03,52.8,1,58.9,11,40.8,2,23.5,69.1
SN-F020,2025-01-24,40.5,9,52.7,5,38.9,7,19.0,77.6
SN-F020,2025-01-30,45.7,5,53.1,10,36.3,2,0,0
SN-F020,2025-02-27,0,0,61.1,8,45.3,1,10.8,79.5
SN-F020,2025-03-08,37.1,7,54.3,5,38.8,0,18.1,66.2
SN-F020,2025-05-16,49.8,0,46.9,4,36.3,1,14.4,75.2
SN-F020,2025-10-21,44.0,3,52.4,9,49.6,7,21.5,70.5
SN-F020,2025-11-28,53.0,5,55.8,11,34.4,0,17.6,68.2
SN-F020,2025-12-03,41.1,6,60.9,1,40.1,0,10.4,68.3
SN-F020,2025-12-06,51.8,8,55.1,3,43.2,0,21.5,76.3
SN-F020,2025-12-15,48.7,6,45.6,4,36.1,4,19.0,66.1
SN-G001,2025-03-02,39.9,5,60.2,11,31.9,8,15.7,72.4
SN-G001,2025-03-02,44.9,6,63.8,3,31.2,4,12.9,77.1
SN-G001,2025-03-08,35.9,8,59.5,7,43.5,5,17.7,73.6
SN-G001,2025-03-25,36.6,3,53.2,12,49.1,5,21.7,75.7
SN-G001,2025-04-21,43.9,1,56.8,10,37.7,4,20.1,67.5
SN-G001,2025-06-04,43.1,7,53.6,6,48.1,0,23.6,75.3
SN-G001,2025-06-16,37.9,7,47.7,0,38.9,0,19.9,65.7
SN-G001,2025-06-23,48.5,8,51.7,8,42.7,3,20.7,79.1
SN-G001,2025-07-12,48.5,8,63.7,0,41.5,2,13.0,62.0
SN-G001,2025-09-27,0,0,0,0,0,0,0,0
SN-G001,2025-09-28,52.8,6,49.9,8,42.7,4,24.1,76.6
SN-G001,2026-01-17,42.3,6,55.2,4,33.7,2,15.3,66.3
SN-G001,2026-02-04,36.4,4,46.5,12,48.1,0,19.7,70.0
SN-G002,2025-02-13,51.8,5,63.6,3,41.8,8,24.4,76.3
SN-G002,2025-05-20,54.7,1,45.0,9,43.1,0,15.2,69.7
SN-G002,2025-06-07,42.2,6,52.6,1,39.8,2,18.8,65.8
SN-G002,2025-06-22,47.8,6,55.0,7,48.4,6,11.1,74.9
SN-G002,2025-08-01,37.7,2,45.5,6,41.4,7,11.3,67.6
SN-G002,2025-08-03,48.5,10,52.3,9,49.9,8,13.6,67.2
SN-G002,2025-08-15,45.4,5,56.7,4,48.5,0,18.2,62.0
SN-G002,2025-09-25,51.1,8,54.7,8,41.9,3,11.0,70.3
SN-G002,2025-11-02,0,0,45.5,10,40.5,5,20.1,77.5
SN-G002,2025-11-09,39.7,10,0,0,46.1,4,0,0
SN-G002,2025-11-15,52.5,7,45.8,5,46.7,8,14.6,64.6
SN-G003,2025-01-10,45.4,1,57.5,8,47.1,4,10.1,66.5
SN-G003,2025-01-18,51.6,3,0,0,40.0,3,24.0,72.8
SN-G003,2025-01-18,48.9,3,46.7,1,43.3,8,19.6,62.2
SN-G003,2025-01-23,52.0,4,55.5,5,37.6,3,13.4,69.0
SN-G003,2025-03-22,0,0,53.0,4,30.5,1,19.9,67.0
SN-G003,2025-04-25,44.3,4,61.6,1,39.7,0,13.4,68.5
SN-G003,2025-06-16,49.2,5,61.0,2,49.5,7,19.4,66.8
SN-G003,2025-07-22,46.0,5,64.0,4,44.9,8,22.1,65.8
SN-G003,2025-09-28,47.0,10,45.1,11,42.3,3,21.1,60.6
SN-G003,2025-09-30,45.5,9,49.8,5,38.0,6,20.5,67.3
SN-G003,2025-11-25,42.0,9,61.2,4,31.8,5,18.0,61.5
SN-G003,2025-12-07,40.8,1,62.7,5,31.4,5,21.6,69.6
SN-G003,2026-01-31,47.2,4,57.2,6,48.0,7,23.1,72.3
SN-G004,2025-04-11,0,0,0,0,0,0,0,0
SN-G004,2025-04-15,49.0,1,51.5,8,30.8,4,19.7,63.9
SN-G004,2025-11-17,51.2,1,60.9,11,37.6,0,0,0
SN-G004,2026-01-02,37.7,7,54.2,4,44.5,3,20.8,77.1
SN-G005,2025-01-02,39.9,8,51.7,12,30.5,1,21.1,70.3
SN-G005,2025-02-07,42.7,9,50.5,0,46.8,7,12.4,77.6
SN-G005,2025-03-04,43.0,3,62.6,8,32.5,2,16.8,74.6
SN-G005,2025-05-01,48.3,1,59.4,10,39.2,0,21.2,64.5
SN-G005,2025-06-25,40.8,6,48.8,1,31.4,2,25.0,76.3
SN-G005,2025-06-30,38.7,6,60.9,12,35.9,3,0,0
SN-G005,2025-07-03,52.1,2,61.2,9,46.2,5,23.4,60.9
SN-G005,2025-07-16,42.0,10,58.7,1,42.1,2,20.4,75.8
SN-G005,2025-08-05,39.4,6,64.8,7,49.9,4,14.0,66.8
SN-G005,2026-01-18,41.4,7,58.5,3,34.1,0,15.0,68.8
SN-G006,2025-03-19,0,0,55.2,9,48.5,3,23.3,66.7
SN-G006,2025-03-24,42.0,4,53.5,6,30.5,3,24.8,61.9
SN-G006,2025-08-17,35.9,6,48.4,7,33.0,8,0,0
SN-G006,2025-09-09,53.1,7,57.0,8,31.4,2,0,0
SN-G006,2025-09-12,50.2,0,62.2,12,0,0,12.1,73.8
SN-G006,2025-12-18,37.7,8,57.8,9,39.9,0,11.0,75.1
SN-G007,2025-01-04,45.1,4,45.3,5,40.9,7,18.8,78.9
SN-G007,2025-01-29,0,0,51.4,9,39.1,5,11.4,75.5
SN-G007,2025-03-10,38.5,5,51.1,6,36.3,8,17.9,67.9
SN-G007,2025-06-01,51.1,7,55.4,5,47.4,1,15.8,65.5
SN-G007,2025-07-04,0,0,47.0,0,0,0,19.8,69.1
SN-G007,2025-07-11,44.8,3,47.2,11,47.3,5,15.1,63.7
SN-G007,2025-08-11,55.0,4,55.7,6,33.2,6,13.1,66.6
SN-G007,2025-10-07,50.9,10,52.7,6,40.9,7,24.6,74.8
SN-G007,2025-12-03,35.7,10,54.2,0,36.9,0,18.9,75.1
SN-G007,2025-12-23,37.3,3,51.6,11,47.1,2,24.7,71.9
SN-G008,2025-02-15,49.5,9,50.8,12,41.4,0,22.3,63.4
SN-G008,2025-03-28,0,0,0,0,0,0,0,0
SN-G008,2025-03-29,37.6,2,56.6,6,0,0,0,0
SN-G008,2025-04-03,0,0,62.5,6,38.0,4,19.2,77.4
SN-G008,2025-04-21,54.4,4,58.4,8,0,0,24.6,67.0
SN-G008,2025-05-07,54.5,3,62.1,12,38.7,7,11.1,76.8
SN-G008,2025-05-08,37.5,2,53.0,2,45.3,2,18.0,78.3
SN-G008,2025-05-13,0,0,59.7,6,49.8,2,18.0,75.9
SN-G008,2025-07-09,45.4,5,64.2,7,43.2,1,14.9,74.7
SN-G008,2025-08-29,40.8,10,57.7,4,34.8,8,15.4,69.2
SN-G008,2025-08-30,0,0,58.5,6,36.7,7,17.6,67.0
SN-G008,2025-10-14,46.0,5,64.4,12,46.7,1,21.3,79.0
SN-G008,2025-11-09,44.5,10,63.3,3,47.4,5,21.6,76.0
SN-G008,2026-01-02,43.7,3,61.5,11,0,0,19.8,62.5
SN-G008,2026-01-30,36.3,10,57.2,9,35.2,7,21.5,77.6
SN-G009,2025-02-22,51.3,6,60.6,1,36.0,4,11.8,67.4
SN-G009,2025-04-06,41.6,4,62.0,9,35.1,7,18.4,68.6
SN-G009,2025-06-22,47.9,6,64.0,0,47.1,4,15.4,61.8
SN-G009,2025-08-10,0,0,0,0,0,0,0,0
SN-G009,2025-09-10,38.1,4,58.5,6,49.4,0,22.5,65.9
SN-G009,2025-10-09,52.9,3,54.1,9,33.6,3,14.1,68.6
SN-G009,2025-12-10,51.6,10,60.3,9,49.2,6,18.1,63.2
SN-G009,2025-12-21,37.4,2,63.2,8,35.7,3,10.8,70.8
SN-G010,2025-01-02,0,0,0,0,0,0,0,0
SN-G010,2025-03-22,36.3,10,55.8,6,40.8,1,18.2,78.1
SN-G010,2025-03-30,48.7,5,49.8,0,48.8,3,15.4,74.7
SN-G010,2025-04-13,54.8,9,61.6,11,40.1,5,23.3,66.0
SN-G010,2025-05-06,53.8,3,58.9,2,0,0,19.3,79.7
SN-G010,2025-05-15,52.2,4,57.2,7,32.1,1,0,0
SN-G010,2025-07-18,39.0,0,48.8,0,47.8,8,0,0
SN-G010,2025-07-23,38.3,9,49.5,12,34.7,7,11.5,79.1
SN-G010,2025-08-05,46.2,10,61.6,0,49.0,6,11.5,70.7
SN-G010,2025-08-16,49.2,5,56.5,7,32.5,6,20.0,60.1
SN-G010,2025-08-31,53.4,7,50.7,12,34.5,8,23.0,65.5
SN-G010,2025-09-30,37.2,10,63.4,9,44.7,0,15.6,64.4
SN-G010,2025-12-03,44.2,10,57.6,8,48.4,1,13.6,64.4
SN-G011,2025-05-17,47.9,6,53.6,9,50.0,0,14.8,74.0
SN-G011,2025-11-05,0,0,0,0,0,0,0,0
SN-G011,2025-12-14,54.7,8,50.4,10,37.0,4,0,0
SN-G011,2026-01-31,50.4,2,62.5,3,32.5,2,15.8,72.2
SN-G012,2025-05-08,44.3,6,54.4,9,44.0,0,22.0,78.5
SN-G012,2025-08-13,43.6,9,58.1,7,44.1,2,16.6,62.3
SN-G012,2025-08-27,44.1,10,50.0,4,41.7,2,15.8,68.5
SN-G012,2025-12-24,53.7,3,54.8,1,0,0,18.4,75.9
SN-G013,2025-01-29,38.2,5,45.6,9,34.8,4,21.5,65.1
SN-G013,2025-02-27,36.5,7,45.3,4,48.8,0,12.9,73.9
SN-G013,2025-04-10,53.6,5,48.5,5,39.9,0,13.8,74.3
SN-G013,2025-04-12,51.8,7,60.7,4,47.3,5,16.3,61.9
SN-G013,2025-04-19,46.3,5,59.8,10,30.7,4,11.2,63.5
SN-G013,2025-04-25,37.0,0,63.7,7,49.6,4,19.0,67.9
SN-G013,2025-06-24,41.8,9,45.6,11,39.7,6,17.9,66.2
SN-G013,2025-07-13,50.4,3,52.1,6,42.9,1,22.1,71.9
SN-G013,2025-09-21,40.2,1,62.9,0,33.7,6,20.0,61.4
SN-G013,2025-10-18,54.8,2,0,0,0,0,12.3,74.2
SN-G013,2025-11-21,0,0,0,0,0,0,0,0
SN-G013,2025-12-02,42.4,5,63.2,12,43.2,6,10.7,74.0
SN-G013,2026-02-02,49.9,8,49.6,3,38.7,7,16.7,62.4
SN-G014,2025-01-24,44.2,1,63.9,10,44.6,8,22.5,67.1
SN-G014,2025-05-22,51.8,2,0,0,40.8,7,20.6,66.4
SN-G014,2025-05-24,40.3,8,63.9,3,37.9,7,19.2,66.2
SN-G014,2025-05-27,53.6,2,58.5,10,49.9,2,21.0,79.5
SN-G014,2025-09-17,37.3,7,47.8,1,44.7,4,16.6,68.6
SN-G014,2026-01-30,44.5,8,60.1,1,48.6,4,14.5,79.7
SN-G015,2025-01-31,40.7,9,64.2,2,47.4,0,24.3,74.6
SN-G015,2025-03-24,0,0,51.7,9,46.3,6,19.3,78.7
SN-G015,2025-04-30,54.4,2,59.8,11,40.1,3,17.5,75.4
SN-G015,2025-05-21,48.6,10,0,0,43.6,6,21.5,68.3
SN-G015,2025-06-01,0,0,58.9,8,43.3,8,21.6,70.3
SN-G015,2025-08-26,47.2,6,48.0,0,40.7,1,24.3,79.8
SN-G015,2025-09-20,0,0,51.2,7,45.0,6,14.5,70.0
SN-G015,2025-09-21,0,0,0,0,0,0,0,0
SN-G015,2025-11-14,53.6,3,57.3,3,43.4,7,23.2,63.4
SN-G015,2025-12-02,38.0,10,57.8,11,49.4,8,24.8,72.7
SN-G015,2026-01-04,0,0,62.9,9,33.8,5,22.7,75.5
SN-G015,2026-01-26,37.7,4,59.3,10,49.6,6,19.6,79.2
SN-G016,2025-04-03,0,0,63.4,9,32.6,8,24.1,60.5
SN-G016,2025-04-19,0,0,0,0,0,0,0,0
SN-G016,2025-05-16,37.1,8,51.5,5,36.7,2,17.6,62.2
SN-G016,2025-06-01,35.2,4,55.4,8,39.6,0,16.5,67.0
SN-G016,2025-06-03,37.2,7,50.0,11,36.5,5,19.8,63.5
SN-G016,2025-06-20,54.6,2,55.0,0,31.3,6,21.0,64.3
SN-G016,2025-08-12,42.6,8,56.0,1,43.0,4,10.3,75.8
SN-G016,2025-08-19,52.8,0,51.0,5,30.9,5,15.2,76.1
SN-G016,2025-10-18,36.6,0,52.2,6,36.9,8,14.3,66.3
SN-G016,2025-11-06,38.9,8,63.3,7,46.5,0,10.3,75.3
SN-G016,2025-11-09,35.4,0,64.5,6,32.7,8,23.3,78.0
SN-G016,2025-12-03,44.6,0,59.5,0,44.9,3,14.3,77.6
SN-G017,2025-01-26,0,0,59.6,6,38.1,1,18.8,76.9
SN-G017,2025-02-20,0,0,0,0,0,0,0,0
SN-G017,2025-03-08,50.1,4,52.5,11,37.8,3,23.2,72.5
SN-G017,2025-04-27,51.0,2,49.4,1,31.6,7,23.0,69.5
SN-G017,2025-05-01,44.8,7,52.3,1,32.4,2,11.6,70.8
SN-G017,2025-06-17,52.2,9,54.9,9,37.1,2,19.4,63.0
SN-G017,2025-10-19,37.0,8,0,0,31.1,8,12.8,79.4
SN-G018,2025-05-18,37.1,3,57.1,2,43.7,0,0,0
SN-G018,2025-05-31,37.8,1,47.2,3,31.6,2,24.9,68.2
SN-G018,2025-07-04,46.6,7,57.5,10,47.2,3,12.5,66.7
SN-G018,2025-07-05,50.3,1,50.1,9,47.3,8,20.1,63.9
SN-G018,2025-07-21,50.3,4,46.8,0,30.2,3,15.0,62.6
SN-G018,2025-07-24,48.9,6,52.6,7,47.2,0,16.8,76.6
SN-G018,2025-07-27,44.7,5,45.2,12,37.3,2,0,0
SN-G018,2025-09-28,44.0,4,45.7,1,47.2,7,0,0
SN-G018,2025-10-18,43.7,9,54.7,1,0,0,15.3,68.0
SN-G018,2025-11-05,47.9,5,59.6,5,0,0,22.6,68.6
SN-G018,2025-11-18,42.8,10,45.2,5,49.8,7,14.7,74.3
SN-G018,2025-12-04,53.4,5,61.9,10,49.3,5,22.6,65.5
SN-G018,2026-01-28,43.7,7,64.5,2,49.6,3,15.7,68.4
SN-G018,2026-01-30,48.0,1,0,0,35.9,1,14.8,69.8
SN-G019,2025-01-04,0,0,56.6,6,33.5,8,0,0
SN-G019,2025-02-05,36.2,4,64.4,0,33.7,3,22.6,67.1
SN-G019,2025-02-12,43.3,4,56.3,6,43.9,4,0,0
SN-G019,2025-08-12,53.7,4,52.3,10,0,0,22.0,78.7
SN-G019,2025-09-19,47.6,10,60.7,6,35.8,6,24.9,74.5
SN-G019,2025-10-27,0,0,57.5,10,42.0,2,14.0,78.7
SN-G020,2025-01-19,46.1,7,52.1,5,35.2,3,10.8,73.4
SN-G020,2025-02-06,53.0,4,58.8,10,46.1,6,18.2,73.2
SN-G020,2025-04-21,46.2,10,57.9,9,45.9,4,20.9,70.6
SN-G020,2025-05-06,0,0,0,0,0,0,0,0
SN-G020,2025-10-21,0,0,46.0,4,38.3,5,11.3,60.5
SN-G020,2025-11-04,48.4,10,48.8,0,40.9,8,10.0,62.5
SN-G020,2025-12-12,41.6,1,59.7,4,0,0,23.6,79.0
SN-G020,2026-01-11,51.0,0,56.6,1,36.8,7,22.0,74.1
SN-H001,2025-01-21,44.8,0,56.8,12,39.3,7,15.7,74.3
SN-H001,2025-06-13,35.9,3,52.7,5,34.3,5,14.3,61.2
SN-H001,2025-08-14,35.5,5,61.2,3,37.8,4,23.0,73.5
SN-H001,2025-08-30,40.6,1,48.0,0,0,0,0,0
SN-H001,2025-10-09,0,0,0,0,0,0,0,0
SN-H001,2025-11-13,44.4,5,60.5,11,49.8,7,20.0,70.5
SN-H001,2025-12-21,53.1,2,59.4,10,41.6,5,16.2,63.1
SN-H001,2026-01-26,46.1,2,49.4,7,43.0,3,12.9,70.4
SN-H002,2025-01-11,41.7,8,64.9,6,0,0,19.8,64.8
SN-H002,2025-03-13,50.6,1,63.7,2,49.3,1,15.8,75.8
SN-H002,2025-05-11,48.9,3,0,0,37.6,4,13.3,70.7
SN-H002,2025-07-24,38.7,6,56.2,7,41.6,4,0,0
SN-H002,2025-09-01,39.0,1,63.6,0,39.9,1,0,0
SN-H002,2025-10-09,36.2,6,59.5,3,47.7,1,13.5,63.5
SN-H002,2025-11-05,44.3,7,55.8,11,31.3,8,20.1,68.4
SN-H002,2025-12-06,0,0,0,0,0,0,24.0,78.1
SN-H002,2025-12-08,0,0,0,0,0,0,0,0
SN-H003,2025-02-24,49.6,7,58.8,7,36.8,3,14.8,80.0
SN-H003,2025-02-27,50.3,4,64.0,8,35.0,1,11.9,62.9
SN-H003,2025-03-14,44.4,7,47.4,3,37.8,1,13.8,64.3
SN-H003,2025-03-27,41.5,8,52.7,10,0,0,22.1,75.2
SN-H003,2025-04-13,41.7,2,0,0,31.2,5,16.6,61.3
SN-H003,2025-06-10,46.8,0,59.9,0,33.4,8,24.5,78.7
SN-H003,2025-09-28,35.9,8,60.6,7,32.5,8,22.5,76.6
SN-H003,2025-11-13,42.5,6,50.1,1,44.5,5,20.9,76.8
SN-H004,2025-01-22,51.9,7,57.3,10,40.3,8,24.5,63.9
SN-H004,2025-01-29,0,0,0,0,0,0,0,0
SN-H004,2025-02-04,40.3,4,46.0,7,38.6,6,23.5,78.7
